,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
693,65.15,29.0,41335.84,117.3,Expanded value-added emulation,Brandonbury,0,Hong Kong,14/7/2016 22:43,1
694,68.25,33.0,76480.16,198.86,Organic well-modulated database,New Jamestown,1,Vanuatu,30/5/2016 8:02,0
695,73.49,38.0,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,0,Vanuatu,14/2/2016 11:36,0
696,39.19,54.0,52581.16,173.05,Stand-alone empowering benchmark,Leahside,0,Guatemala,23/1/2016 21:15,1
697,80.15,25.0,55195.61,214.49,Monitored intermediate circuit,West Wendyland,0,Greenland,18/7/2016 2:51,0
698,86.76,28.0,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,0,Syrian Arab Republic,10/2/2016 8:21,0
699,73.88,29.0,63109.74,233.61,Digitized zero-defect implementation,Kennethview,0,Saint Helena,4/1/2016 6:37,0
700,58.6,19.0,44490.09,197.93,Configurable impactful firmware,West Mariafort,1,Lebanon,5/6/2016 21:38,0
701,69.77,54.0,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,0,Malta,1/6/2016 3:17,1
702,87.27,30.0,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,1,Christmas Island,6/3/2016 6:51,1
703,77.65,28.0,66198.66,208.01,Configurable impactful capacity,Pamelamouth,0,Ukraine,26/2/2016 19:35,0
704,76.02,40.0,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,0,Malta,13/7/2016 14:30,0
705,78.84,26.0,56593.8,217.66,Persistent even-keeled application,Shawnside,1,Italy,29/6/2016 7:20,0
706,71.33,23.0,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,0,Japan,15/3/2016 6:54,1
707,81.9,41.0,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,0,Mauritius,11/6/2016 6:47,0
708,46.89,48.0,72553.94,176.78,Polarized mission-critical structure,Chaseshire,1,Turkey,17/7/2016 13:22,1
709,77.8,57.0,43708.88,152.94,Virtual executive implementation,Destinyfurt,0,Namibia,14/2/2016 14:38,1
710,45.44,43.0,48453.55,119.27,Enhanced intermediate standardization,Mezaton,0,China,4/5/2016 5:01,1
711,69.96,31.0,73413.87,214.06,Realigned tangible collaboration,New Kayla,1,Netherlands,20/5/2016 12:17,0
712,87.35,35.0,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,1,Gibraltar,26/1/2016 2:47,0
713,49.42,53.0,45465.25,128.0,Ameliorated well-modulated complexity,Jacquelineshire,1,Congo,7/7/2016 18:07,1
714,71.27,21.0,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,1,Senegal,11/1/2016 12:46,0
715,49.19,38.0,61004.51,123.08,Versatile solution-oriented secured line,North Mark,0,Hungary,12/5/2016 12:11,1
716,39.96,35.0,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,1,Pitcairn Islands,28/2/2016 23:21,1
717,85.01,29.0,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,0,Slovakia (Slovak Republic),3/5/2016 16:02,0
718,68.95,51.0,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,1,United States Virgin Islands,15/3/2016 20:19,0
719,67.59,45.0,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,0,Monaco,23/7/2016 5:21,1
720,75.71,34.0,62109.8,246.06,Phased hybrid intranet,Barbershire,0,Portugal,11/3/2016 10:01,0
721,43.07,36.0,60583.02,137.63,Monitored zero administration collaboration,East Ericport,1,Turkey,11/2/2016 20:45,1
722,39.47,43.0,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,1,Uganda,6/7/2016 23:09,1
723,48.22,40.0,73882.91,214.33,Inverse national core,Turnerville,0,Norfolk Island,22/3/2016 19:14,0
724,76.76,25.0,50468.36,230.77,Secured uniform instruction set,Kylieview,1,Niue,26/5/2016 13:28,0
725,78.74,27.0,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,0,Ukraine,18/6/2016 19:10,0
726,67.47,24.0,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,1,Vanuatu,20/3/2016 7:12,0
727,81.17,30.0,57195.96,231.91,Optimized static archive,Dayton,1,United States Minor Outlying Islands,3/6/2016 7:00,0
728,89.66,34.0,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,1,Armenia,3/2/2016 15:15,0
729,79.6,28.0,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,1,Sweden,3/5/2016 16:55,0
730,65.53,19.0,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,1,Timor-Leste,20/6/2016 2:25,0
731,61.87,35.0,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,1,French Southern Territories,10/7/2016 19:15,0
732,83.16,41.0,70185.06,194.95,Decentralized 24hour approach,Robinsonland,0,Finland,4/1/2016 4:00,0
733,44.11,41.0,43111.41,121.24,Organic next generation matrix,Lake David,1,Saint Vincent and the Grenadines,20/4/2016 16:49,1
734,56.57,26.0,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,0,Senegal,23/1/2016 13:14,1
735,83.91,29.0,53223.58,222.87,Distributed bifurcated challenge,Haleberg,0,Burundi,4/1/2016 22:27,0
736,79.8,28.0,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,1,Bahamas,8/4/2016 22:40,0
737,71.23,52.0,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,0,Sweden,5/1/2016 11:53,1
738,47.23,43.0,73538.09,210.87,Optimized upward-trending productivity,Yangside,1,Svalbard & Jan Mayen Islands,17/3/2016 22:24,1
739,82.37,30.0,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,0,Tonga,29/6/2016 4:23,0
740,43.63,38.0,61757.12,135.25,Quality-focused maximized extranet,Frankport,1,Korea,25/5/2016 19:45,1
741,70.9,28.0,71727.51,190.95,Centralized client-driven workforce,Port Juan,0,Kyrgyz Republic,17/6/2016 23:19,0
742,71.9,29.0,72203.96,193.29,De-engineered intangible flexibility,Williamsside,1,Costa Rica,24/4/2016 7:20,0
743,62.12,37.0,50671.6,105.86,Re-engineered intangible software,Johnsonview,1,Liechtenstein,18/3/2016 13:00,1
744,67.35,29.0,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,0,Zimbabwe,28/4/2016 21:58,1
745,57.99,50.0,62466.1,124.58,Innovative homogeneous alliance,New Angelview,0,Costa Rica,12/2/2016 8:46,1
746,66.8,29.0,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,0,Hungary,11/7/2016 13:23,1
747,49.13,32.0,41097.17,120.49,Optimized intermediate help-desk,Morganport,0,Fiji,29/1/2016 0:45,1
748,45.11,58.0,39799.73,195.69,Sharable reciprocal project,Browntown,0,Netherlands,5/1/2016 16:26,1
749,54.35,42.0,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,0,Sweden,20/6/2016 8:22,0
750,61.82,59.0,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,1,Barbados,6/2/2016 17:48,1
751,77.75,31.0,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,1,Paraguay,22/6/2016 17:19,0
752,70.61,28.0,72154.68,190.12,Assimilated encompassing portal,Meaganfort,0,Italy,16/4/2016 5:24,0
753,82.72,31.0,65704.79,179.82,Cross-group global orchestration,North Monicaville,0,Belarus,17/1/2016 5:07,0
754,76.87,36.0,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,0,South Georgia and the South Sandwich Islands,8/7/2016 22:30,0
755,81.17,30.0,57195.96,231.91,Optimized static archive,Dayton,1,United States Minor Outlying Islands,3/6/2016 7:00,0
756,65.07,34.0,73941.91,227.53,Monitored explicit hierarchy,Princebury,1,Anguilla,11/3/2016 0:05,0
757,56.93,37.0,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,0,Sierra Leone,10/6/2016 0:35,1
758,48.86,35.0,62463.7,128.37,Universal empowering adapter,Elizabethbury,1,Saint Martin,4/1/2016 0:44,1
759,36.56,29.0,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,0,Uganda,1/1/2016 15:14,1
760,85.73,32.0,43778.88,147.75,Stand-alone radical throughput,New Tammy,1,Saudi Arabia,10/7/2016 17:24,1
761,75.81,40.0,71157.05,229.19,Inverse zero-defect capability,Sanchezland,0,Greenland,27/3/2016 19:50,0
762,72.94,31.0,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,0,Venezuela,29/4/2016 13:38,0
763,53.63,54.0,50333.72,126.29,Front-line zero-defect array,Vanessaview,1,Liberia,8/1/2016 18:13,1
764,52.35,25.0,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,1,Mali,5/6/2016 7:54,1
765,52.84,51.0,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,1,Bosnia and Herzegovina,29/6/2016 10:50,1
766,51.58,33.0,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,0,Brunei Darussalam,24/4/2016 13:46,1
767,42.32,29.0,63891.29,187.09,Digitized radical architecture,New Joshuaport,1,South Georgia and the South Sandwich Islands,14/2/2016 4:14,1
768,55.04,42.0,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,1,Czech Republic,15/6/2016 5:43,1
769,68.58,41.0,19504.987499999996,171.54,Exclusive discrete firmware,New Williamville,1,El Salvador,6/7/2016 12:04,1
770,85.54,27.0,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,1,Tokelau,31/3/2016 13:54,0
771,71.14,30.0,69758.31,224.82,Assimilated stable encryption,Newmanberg,0,France,21/6/2016 0:52,0
772,64.38,19.0,52530.1,180.47,Configurable dynamic secured line,West Alice,1,Gabon,27/5/2016 5:23,0
773,88.85,40.0,58363.12,213.96,Cloned optimal leverage,Cannonbury,0,Bulgaria,17/1/2016 18:45,0
774,66.79,60.0,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,1,Burkina Faso,7/4/2016 20:34,1
775,32.6,45.0,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,0,Mayotte,2/5/2016 18:37,1
776,43.88,54.0,31523.09,166.85,Enhanced methodical database,Dustinmouth,1,Somalia,4/6/2016 17:24,1
777,56.46,26.0,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,0,Albania,7/4/2016 18:52,1
778,72.18,30.0,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,0,Bolivia,10/6/2016 22:21,0
779,52.67,44.0,19504.987499999996,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,0,Jersey,19/5/2016 6:37,1
780,80.55,35.0,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,0,British Virgin Islands,28/3/2016 23:01,0
781,67.85,41.0,78520.99,202.7,Reactive tangible contingency,East Ronald,1,Saint Helena,21/1/2016 22:51,1
782,75.55,36.0,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,1,Bosnia and Herzegovina,12/3/2016 6:05,1
783,80.46,29.0,56909.3,230.78,Mandatory coherent groupware,Carterton,0,India,4/6/2016 9:13,0
784,82.69,29.0,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,1,Georgia,24/5/2016 10:16,0
785,35.21,39.0,52340.1,154.0,Advanced disintermediate data-warehouse,New Timothy,1,United States Minor Outlying Islands,25/3/2016 6:36,1
786,36.37,40.0,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,1,Kiribati,22/4/2016 0:28,1
787,74.07,22.0,50950.24,165.43,Cross-group non-volatile secured line,Joneston,1,Ghana,22/3/2016 4:13,0
788,59.96,33.0,77143.61,197.66,Expanded modular application,Staceyfort,0,Samoa,14/1/2016 8:27,1
789,85.62,29.0,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,0,Iran,14/4/2016 21:37,0
790,40.88,33.0,48554.45,136.18,Networked non-volatile synergy,West Shannon,1,Costa Rica,31/5/2016 17:50,1
791,36.98,31.0,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,1,Northern Mariana Islands,17/3/2016 6:25,1
792,35.49,47.0,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,0,Liechtenstein,13/4/2016 7:07,1
793,56.56,26.0,68783.45,204.47,Compatible composite project,Port Jasmine,1,Grenada,3/2/2016 22:11,0
794,36.62,32.0,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,1,Poland,2/2/2016 19:59,1
795,49.35,49.0,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,0,Kenya,7/4/2016 20:38,1
796,75.64,29.0,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,1,Iran,15/3/2016 19:35,0
797,79.22,27.0,63429.18,198.79,Intuitive modular system engine,North Debra,1,Belgium,11/3/2016 12:39,0
798,77.05,34.0,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,0,Namibia,17/5/2016 18:06,0
799,66.83,46.0,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,1,Cyprus,28/2/2016 23:10,0
800,76.2,24.0,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,1,Japan,2/3/2016 6:35,0
801,56.64,29.0,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,1,Zimbabwe,27/2/2016 8:52,1
802,53.33,34.0,44275.13,111.63,Configurable impactful productivity,Courtneyfort,1,Andorra,14/3/2016 4:34,1
803,50.63,50.0,25767.16,142.23,Operative full-range forecast,Tammymouth,0,Luxembourg,10/3/2016 15:07,1
804,41.84,49.0,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,0,Cyprus,1/5/2016 8:27,1
805,53.92,41.0,25739.09,125.46,Business-focused transitional solution,Lake Amanda,1,Turkey,12/6/2016 11:17,1
806,83.89,28.0,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,1,Hong Kong,28/5/2016 12:20,0
807,55.32,43.0,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,0,Netherlands,18/3/2016 9:08,1
808,53.22,44.0,44307.18,108.85,Horizontal client-server database,Port Aprilville,0,United States Virgin Islands,26/5/2016 6:03,1
809,43.16,35.0,25371.52,156.11,Implemented didactic support,Williamsport,1,Marshall Islands,6/7/2016 3:40,1
810,67.51,43.0,23942.61,127.2,Digitized homogeneous core,Lake Faith,0,Western Sahara,29/4/2016 14:10,1
811,43.16,29.0,50666.5,143.04,Robust holistic application,Wendyville,1,Saint Vincent and the Grenadines,5/3/2016 20:53,1
812,79.89,30.0,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,1,United States of America,30/5/2016 8:35,0
813,84.25,32.0,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,1,Angola,10/4/2016 6:32,0
814,74.18,28.0,69874.18,203.87,Front-line even-keeled website,Lake Lisa,0,Cayman Islands,20/1/2016 2:31,0
815,85.78,34.0,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,0,Swaziland,20/7/2016 21:53,0
816,80.96,39.0,67866.95,225.0,Integrated leadingedge frame,New Travis,1,Wallis and Futuna,17/1/2016 4:12,0
817,36.91,48.0,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,0,Zimbabwe,24/2/2016 7:13,1
818,54.47,23.0,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,0,Chad,26/3/2016 19:37,1
819,81.98,34.0,67432.49,212.88,Up-sized maximized model,Patrickmouth,0,Saint Martin,4/6/2016 9:25,0
820,79.6,39.0,73392.28,194.23,Organized global flexibility,Lake Deannaborough,0,Rwanda,22/4/2016 7:48,0
821,57.51,38.0,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,0,Moldova,31/3/2016 8:53,1
822,82.3,31.0,56735.83,232.21,Balanced executive definition,Davieshaven,0,Gabon,16/4/2016 8:36,0
823,73.21,30.0,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,1,Denmark,12/5/2016 20:57,1
824,79.09,32.0,69481.85,209.72,Optimized multimedia website,Hernandezchester,1,Svalbard & Jan Mayen Islands,7/5/2016 21:32,0
825,68.47,28.0,67033.34,226.64,Focused coherent success,North Kennethside,0,Poland,25/6/2016 0:33,0
826,83.69,36.0,68717.0,192.57,Robust context-sensitive neural-net,Shelbyport,0,Fiji,23/3/2016 5:27,0
827,83.48,31.0,59340.99,222.72,Intuitive zero administration adapter,Williamport,1,Philippines,4/3/2016 13:47,0
828,43.49,45.0,47968.32,124.67,Synchronized full-range portal,Smithside,0,Vietnam,14/6/2016 12:08,1
829,66.69,35.0,48758.92,108.27,Integrated encompassing support,Vanessastad,0,Jersey,11/5/2016 19:13,1
830,48.46,49.0,61230.03,132.38,Devolved human-resource circuit,Lisamouth,1,Indonesia,21/1/2016 23:33,1
831,42.51,30.0,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,1,Palestinian Territory,15/1/2016 19:45,1
832,42.83,34.0,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,1,Latvia,23/4/2016 9:42,1
833,41.46,42.0,52177.4,128.98,Integrated impactful groupware,Robertstown,1,Malta,23/5/2016 8:06,1
834,45.99,33.0,51163.14,124.61,Face-to-face methodical intranet,South Mark,1,Afghanistan,27/2/2016 15:04,1
835,68.72,27.0,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,0,Austria,23/2/2016 17:37,0
836,63.11,34.0,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,1,Micronesia,17/3/2016 22:59,0
837,49.21,46.0,49206.4,115.6,Realigned 24/7 core,Carterland,0,Mexico,28/2/2016 3:34,1
838,55.77,49.0,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,1,Chile,15/3/2016 14:33,1
839,44.13,40.0,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,1,Cuba,3/3/2016 20:20,1
840,57.82,46.0,48867.36,107.56,Centralized asynchronous portal,Brandiland,1,Belarus,6/4/2016 14:16,1
841,72.46,40.0,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,0,Malawi,1/5/2016 9:23,1
842,61.88,45.0,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,0,Afghanistan,30/5/2016 8:02,1
843,78.24,23.0,54106.21,199.29,Sharable value-added solution,Deannaville,0,Luxembourg,4/4/2016 11:39,0
844,74.61,38.0,71055.22,231.28,Networked impactful framework,East Christopher,1,South Africa,6/4/2016 23:10,0
845,89.18,37.0,46403.18,224.01,Public-key impactful neural-net,Rickymouth,1,Nepal,26/4/2016 21:45,0
846,44.16,42.0,61690.93,133.42,Innovative interactive portal,Port Dennis,1,Spain,25/5/2016 0:34,1
847,55.74,37.0,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,1,Hong Kong,11/2/2016 16:45,1
848,88.82,36.0,58638.75,169.1,Assimilated discrete strategy,East Johnport,0,Slovakia (Slovak Republic),30/1/2016 0:05,0
849,70.39,32.0,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,1,Cayman Islands,12/7/2016 10:56,0
850,59.05,52.0,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,1,Uganda,23/4/2016 3:46,1
851,78.58,33.0,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,1,Vanuatu,16/4/2016 10:36,0
852,35.11,35.0,47638.3,158.03,Extended analyzing emulation,North Jonathan,1,Anguilla,11/3/2016 13:07,1
853,60.39,45.0,38987.42,108.25,Front-line methodical utilization,Port Christina,1,Switzerland,2/3/2016 15:39,1
854,81.56,26.0,51363.16,213.7,Open-source scalable protocol,Juanport,1,Zimbabwe,13/7/2016 21:31,0
855,75.03,34.0,35764.49,255.57,Networked local secured line,East Mike,0,Uruguay,29/5/2016 18:12,1
856,50.87,24.0,62939.5,190.41,Programmable empowering orchestration,North Angelatown,0,Liberia,10/5/2016 17:13,1
857,82.8,30.0,58776.67,223.2,Enhanced systemic benchmark,West Steven,1,Egypt,7/5/2016 8:39,0
858,78.51,25.0,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,1,Greece,17/1/2016 13:27,0
859,37.65,51.0,50457.01,161.29,Automated stable help-desk,Davidview,1,Bahrain,9/3/2016 6:22,1
860,83.17,43.0,54251.78,244.4,Managed national hardware,Port Kevinborough,1,Sri Lanka,5/4/2016 18:02,0
861,91.37,45.0,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,1,Kazakhstan,1/4/2016 7:37,1
862,68.25,29.0,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,0,Greenland,15/2/2016 16:18,0
863,81.32,25.0,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,0,Moldova,8/3/2016 5:12,0
864,76.64,39.0,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,1,Poland,9/2/2016 23:38,0
865,74.06,50.0,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,1,Anguilla,17/6/2016 9:38,0
866,39.53,33.0,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,1,Central African Republic,1/6/2016 12:27,1
867,86.58,32.0,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,1,Mexico,26/2/2016 23:44,0
868,90.75,40.0,45945.88,216.5,Decentralized methodical capability,Lake Joseph,0,Togo,11/3/2016 9:58,0
869,67.71,25.0,63430.33,225.76,Synergized intangible open system,Daviesborough,1,Armenia,28/4/2016 2:55,0
870,82.41,36.0,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,12/4/2016 4:22,0
871,45.82,27.0,64410.8,171.24,Expanded full-range synergy,Adamside,1,Eritrea,10/2/2016 20:43,1
872,76.79,27.0,55677.12,235.94,Open-architected intangible strategy,Wademouth,0,Canada,1/5/2016 23:21,0
873,70.05,33.0,75560.65,203.44,Diverse directional hardware,North Raymond,0,Croatia,24/3/2016 17:48,0
874,72.19,32.0,61067.58,250.32,Balanced discrete approach,Randolphport,1,Switzerland,22/4/2016 19:45,0
875,77.35,34.0,72330.57,167.26,Total bi-directional success,East Troyhaven,0,Yemen,9/3/2016 12:10,0
876,40.34,29.0,32549.95,173.75,Object-based motivating instruction set,Clarkborough,0,Tokelau,30/3/2016 5:29,1
877,67.39,44.0,51257.26,107.19,Realigned intermediate application,Josephberg,0,Armenia,24/1/2016 13:41,1
878,68.68,34.0,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,1,Equatorial Guinea,15/7/2016 9:42,0
879,81.75,43.0,52520.75,249.45,Progressive 24/7 definition,Lake Jose,0,Barbados,7/6/2016 5:41,0
880,66.03,22.0,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,0,American Samoa,31/5/2016 23:32,0
881,47.74,33.0,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,1,Saint Lucia,14/5/2016 14:49,1
882,79.18,31.0,58443.99,236.96,Open-source holistic productivity,Lake Danielle,0,Algeria,10/1/2016 20:18,0
883,86.81,29.0,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,1,Turkmenistan,21/2/2016 16:57,0
884,41.53,42.0,67575.12,158.81,Optional tangible productivity,South Jeanneport,0,Mayotte,23/5/2016 0:32,1
885,70.92,39.0,66522.79,249.81,Up-sized intangible circuit,New Nathan,1,South Africa,21/7/2016 20:30,0
886,46.84,45.0,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,0,Macao,15/5/2016 18:44,1
887,44.4,53.0,43073.78,140.95,Phased zero-defect portal,Mariahview,1,France,30/6/2016 0:43,1
888,52.17,44.0,57594.7,115.37,Optional modular throughput,New Julianberg,1,Equatorial Guinea,24/2/2016 6:17,1
889,81.45,31.0,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,1,Mali,30/5/2016 21:22,0
890,54.08,36.0,53012.94,111.02,Innovative cohesive pricing structure,Philipberg,1,Mayotte,2/6/2016 4:14,1
891,76.65,31.0,61117.5,238.43,Function-based executive moderator,West Dennis,0,Pakistan,18/4/2016 7:00,0
892,54.39,20.0,52563.22,171.9,Digitized content-based circuit,Richardshire,1,Guadeloupe,29/2/2016 18:06,1
893,37.74,40.0,65773.49,190.95,Balanced uniform algorithm,Lake James,0,Denmark,27/5/2016 12:45,1
894,69.86,25.0,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,0,New Zealand,12/1/2016 21:17,0
895,85.37,36.0,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,1,Netherlands Antilles,27/1/2016 17:08,0
896,80.99,26.0,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,1,Belarus,10/6/2016 3:56,0
897,78.84,32.0,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,1,Taiwan,9/4/2016 9:26,0
898,77.36,41.0,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,0,El Salvador,26/2/2016 6:00,1
899,55.46,37.0,42078.89,108.1,Exclusive systematic algorithm,Chrismouth,0,Taiwan,21/2/2016 23:07,1
900,35.66,45.0,46197.59,151.72,Exclusive cohesive intranet,Port Beth,0,Peru,29/4/2016 14:08,1
901,50.78,51.0,49957.0,122.04,Vision-oriented asynchronous Internet solution,West David,0,Liberia,11/2/2016 17:02,1
902,40.47,38.0,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,0,Burundi,22/7/2016 7:44,1
903,45.62,43.0,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,0,Macao,26/6/2016 2:34,1
904,84.76,30.0,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,0,Venezuela,14/5/2016 23:08,0
905,80.64,26.0,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,0,Luxembourg,24/5/2016 10:04,0
906,75.94,27.0,53042.51,236.96,Future-proofed stable function,Campbellstad,1,Italy,16/2/2016 12:05,0
907,37.01,50.0,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,0,San Marino,20/3/2016 2:44,1
908,87.18,31.0,58287.86,193.6,Right-sized logistical middleware,West Andrew,0,Madagascar,31/1/2016 5:12,0
909,56.91,50.0,21773.22,146.44,Team-oriented executive core,West Randy,0,Norfolk Island,1/4/2016 5:17,1
910,75.24,24.0,52252.91,226.49,Vision-oriented next generation solution,South Christopher,0,Vanuatu,25/2/2016 16:33,0
911,42.84,52.0,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,1,Tunisia,21/3/2016 11:02,1
912,67.56,47.0,50628.31,109.98,Reduced background data-warehouse,Zacharyton,0,Paraguay,12/2/2016 5:20,1
913,34.96,42.0,36913.51,160.49,Right-sized mobile initiative,West James,1,Macedonia,1/6/2016 16:10,1
914,87.46,37.0,61009.1,211.56,Synergized grid-enabled framework,Millerview,1,Heard Island and McDonald Islands,16/6/2016 3:17,0
915,41.86,39.0,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,1,Ethiopia,26/3/2016 15:28,1
916,34.04,34.0,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,1,El Salvador,16/2/2016 7:37,1
917,54.96,42.0,59419.78,113.75,Public-key disintermediate emulation,West Amanda,1,Niger,28/2/2016 9:31,1
918,87.14,31.0,58235.21,199.4,Up-sized bifurcated capability,Wadestad,1,Timor-Leste,18/5/2016 1:00,0
919,78.79,32.0,68324.48,215.29,Stand-alone background open system,Mauriceshire,1,Uruguay,21/2/2016 13:11,0
920,65.56,25.0,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,1,Somalia,5/1/2016 12:59,0
921,81.05,34.0,54045.39,245.5,Configurable asynchronous application,Adamsstad,0,Malaysia,18/5/2016 0:07,0
922,55.71,37.0,57806.03,112.52,Upgradable 4thgeneration portal,Lake James,1,Korea,6/3/2016 23:26,1
923,45.48,49.0,53336.76,129.16,Networked client-server solution,Blairborough,1,Lao People's Democratic Republic,19/5/2016 4:23,1
